product_name,product_Short description,product_Description,Product_Tax status,In_stock?,product_Stock,product_Weight (g),product_Length (cm),product_Width (cm),product_Height (cm),"product_Sale price,price,rate,value,Rupees,rs,₹",product_Regular price ,product_Category,product_variants,product_colors,product_Attribute 1 name,product_color,Attribute 1 visible,product_Attribute 1 global,product_Attribute 1 default,product_link,product_discount
SukiSaku Cosmic Planet Blaster Kids Backpack,"1. 3D Planet Design with metallic and velvet textures\n2. Colorful space print with rockets, stars, and planets\n3. Front pocket shaped like Saturn with a rocket accent\n4. Mesh side pockets for drinks or accessories\n5. Adjustable padded straps for all-day comfort\n6. Durable zippers and easy-to-clean material","The SukiSaku Cosmic Planet Blaster Backpack is a colorful and exciting space-themed accessory for kids who love outer space. The standout 3D planet with a bright orange ring and rocket patch makes this bag a real eye-catcher, perfect for school, daycare, or adventures.",taxable,1,100,500,12,26,30,,,Kids Bags,"Black Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Black,1,1,Black,https://grabaggs.com/product/sukisaku-cosmic-planet-blaster-kids-backpack/,47%
SukiSaku Astronaut Adventure Kids Backpack,"1. 3D Astronaut suit design with a reflective, holographic ""helmet"" window\n2. Detailed front panel resembling a spacesuit control system\n3. Colorful cosmic print with planets, rockets, and stars\n4. Spacious main compartment with durable zipper\n5. Padded shoulder straps and back for comfort\n6. Mesh side pockets for water bottles or gear\n7. Rainbow handle strap for easy carry and a fun touch","The SukiSaku Astronaut Adventure Backpack features a stunning 3D astronaut suit design with a large iridescent helmet window, perfect for little explorers who dream of space. This backpack turns school days into interstellar missions with its space-themed print and creative structure.",taxable,1,100,500,12,26,31,,,Kids Bags,"Black Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Black,1,1,Black,https://grabaggs.com/product/sukisaku-astronaut-adventure-kids-backpack/,47%
SukiSaku Construction Theme Kids Backpack - Black,,,taxable,1,,,,,,899,1699,,,,color,Black,,1,,,
SukiSaku Magical Unicorn Wings Kids Backpack,1. Sparkly 3D unicorn horn on top of the backpack\n2. Large iridescent angel wings attached to the front pocket\n3. Removable or foldable shimmering fabric wings for dramatic flair\n4. Playful unicorn and heart-themed pattern across the body\n5. Side mesh pocket for water bottles\n6. Soft padded shoulder straps and back panel for comfort\n7. Durable top handle for easy grab-and-go use\n8. Vibrant purple palette with glittery accents,"Turn everyday adventures into a magical journey with the SukiSaku Magical Unicorn Wings Backpack. This dreamy purple backpack features sparkling fairy wings, a unicorn horn, and shimmering angel wings on the front?perfect for unicorn lovers and fantasy enthusiasts.",taxable,1,100,500,12,26,31,,,Kids Bags,"Kids Bags, Purple Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Purple,1,1,Purple,https://grabaggs.com/product/sukisaku-magical-unicorn-wings-kids-backpack/,46%
SukiSaku Blue Transport Theme Kids Backpack - Blue,,,taxable,1,,,,,,899,1699,,,,color,Blue,,1,,,
SukiSaku Unicorn Backpack for Kids,1. Eye-catching unicorn design with vibrant colors\n2. Glittery white unicorn front pocket for added flair\n3. Comfortable shoulder straps\n4. Ideal for preschool or early elementary school children\n5. Lightweight and fun ? perfect for carrying small essentials,"This charming backpack is perfect for young unicorn lovers. It features a delightful pink background adorned with various playful unicorn illustrations. The front pocket is uniquely designed in the shape of a glittery white unicorn with a colorful mane, tail, and a striped saddle, adding a touch of magic to everyday school or travel activities",taxable,1,100,500,12,26,31,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/sukisaku-unicorn-backpack-for-kids/,46%
SukiSaku Dinosaur Adventure Theme Kids Backpack - Navy Blue,,,taxable,1,,,,,,899,1699,,,,color,Navy Blue,,1,,,
SmartKidz Truck-Themed Backpack for Kids,1. -catching 3D truck design on the front\n2. Colorful vehicle print fabric on the top and sides\n3. Spacious main compartment and front pocket\n4. Side mesh pockets for bottles or accessories\n5. Comfortable padded straps and rainbow top handle\n6. Durable and easy to clean,"Make every day an adventure with this truck-themed backpack designed for little explorers. The front of the backpack features a fun, 3D-style truck face complete with headlights, a grill, and a windshield made of reflective material for added visual effect. The upper section is decorated with colorful vehicle prints, adding even more excitement to the design. Perfect for kids who love trucks and all things that go!",taxable,1,100,500,12,27,35,,,Kids Bags,"Black Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Black,1,1,Black,https://grabaggs.com/product/smartkidz-truck-themed-backpack-for-kids/,46%
SukiSaku Pink Dino Fantasy Theme Kids Backpack - Pink,,,taxable,1,,,,,,899,1699,,,,color,Pink,,1,,,
SukiSaku Glitter Daisy Mini Backpack,1. Unique circular shape with a holographic finish\n2. Glittery daisy with smiling face and closed eyes for a charming touch\n3. Compact and lightweight design\n4. Adjustable straps for a comfortable fit\n5. Ideal for preschoolers or as a statement accessory,"Brighten up any day with this delightful daisy-themed mini backpack! Featuring a round holographic body and a smiling daisy face made of shimmering glitter fabric, this bag brings a cheerful and playful vibe wherever it goes. Perfect for young kids or as a cute fashion accessory, it?s both eye-catching and fun",taxable,1,100,400,8,23,,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/sukisaku-glitter-daisy-mini-backpack/,46%
SukiSaku Outer Space Explorer Theme Kids Backpack - Black,,,taxable,1,,,,,,899,1699,,,,color,Black,,1,,,
SukiSaku Ritzy Rainbow & Starry Clouds Backpack,"1. Glitter rainbow design with pastel holographic clouds\n2. Two zipped compartments, including a main double-zip section\n3. Adjustable shoulder straps and a carry handle\n4. Name label included for personalization\n5. Fun and functional for school, outings, or travel\n6. Durable and easy to clean with a wipeable surface","Bring magic to every day with the SukiSaku Ritzy Rainbow & Starry Clouds Backpack. This enchanting backpack showcases a vibrant rainbow design in sparkling shades of pink, purple, and blue. Two holographic cloud patches filled with glittery stars complete the look, making it perfect for kids who love fun, color, and fantasy. With practical compartments and adjustable straps, it?s as functional as it is fabulous.",taxable,1,100,400,10,25,28,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/sukisaku-ritzy-rainbow-starry-clouds-backpack/,46%
SukiSaku  Little Lion Jungle Theme Kids Backpack - Yellow,,,taxable,1,,,,,,899,1699,,,,color,Yellow,,1,,,
Kawaii-Q Paragliding Mouse Backpack,"1. Soft plush material, gentle on kids? skin\n2. Fun and friendly mouse design with pilot goggles\n3. Lightweight (160?170g), perfect for toddlers\n4. Zipped main compartment for small items or snacks\n5. Adjustable straps for comfort and proper fit","The Paragliding Mouse backpack by Kawaii-Q is a charming and playful plush bag designed especially for toddlers aged 2?4. Featuring a soft and cuddly mouse with adorable goggles and large ears, it offers both fun and functionality. Ideal for daily use, holidays, or daycare, it?s lightweight and easy to carry for little hands.",taxable,1,100,350,10,24,26,,,Kids Bags,"Blue Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Blue,1,1,Blue,https://grabaggs.com/product/kawaii-q-paragliding-mouse-backpack/,43%
SukiSaku Aqua Safari Adventure Kids Backpack - Sky Blue,,,taxable,1,,,,,,899,1699,,,,color,Sky Blue,,1,,,
Kawaii-Q Skating Penguin Backpack,"1. Made of soft plush fabric, gentle and safe for kids\n2. Cheerful penguin design with sporty helmet and flipper accents\n3. Lightweight (160?170g), ideal for toddlers\n4. Main zippered compartment for snacks, toys, or essentials\n5. Adjustable shoulder straps for a snug, comfortable fit\n6. Unisex design for children aged 2?4\n7. Great for daily use, travel, or holiday activities","The Skating Penguin backpack by Kawaii-Q is a fun, plush companion perfect for toddlers aged 2?4. With a cute penguin face donning a helmet and flipper-like side accents, this backpack is designed for comfort, charm, and ease of use for little explorers. It?s lightweight, soft, and ideal for daycare, playdates, or outings.",taxable,1,100,350,10,24,26,,,Kids Bags,"Kids Bags, Orange Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Orange"":{""name"":""Orange"",""color"":""#FFA500"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Orange,1,1,Orange,https://grabaggs.com/product/kawaii-q-skating-penguin-backpack/,43%
SukiSaku Magical Unicorn Sparkle Kids Backpack - Purple,,,taxable,1,,,,,,899,1699,,,,color,Purple,,1,,,
Kawaii-Q Rock-climbing Monkey Backpack,"1. Ultra-soft plush material for child-friendly comfort\n2. Cute monkey design with helmet detail\n3. Lightweight (160?170g), great for toddlers\n4. One main zippered compartment for easy access\n5. Adjustable straps for comfortable wear\n6. Unisex and age-appropriate (2?4 years)\n7. Great for leisure, preschool, and holiday activities","The Rock-climbing Monkey backpack by Kawaii-Q brings adventurous fun to daily life. Designed for toddlers aged 2?4, this plush backpack features an adorable monkey face with climbing gear details, making it perfect for active little ones. Soft, lightweight, and playful, it?s suitable for daily outings, preschool, or vacation use.",taxable,1,100,350,10,24,26,,,Kids Bags,"Green Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Green,1,1,Green,https://grabaggs.com/product/kawaii-q-rock-climbing-monkey-backpack/,43%
SukiSaku Rainbow Joy Edition Kids Backpack - Purple,,,taxable,1,,,,,,899,1699,,,,color,Purple,,1,,,
Kawaii-Q Tennis Tiger Kids Backpack,"1. Adorable Design ? Features a playful Tennis Tiger character that kids will love.2.  Soft & Safe ? Made from premium plush material, gentle on young skin and perfect for toddlers.\n3.  Perfect for Toddlers ? Designed for children aged 2?4 years, with a unisex style suitable for both boys and girls.\n4. Ultra-Lightweight ? Weighs only 160?170g, making it easy and comfortable for little ones to carry.\n5. Versatile Use ? Ideal for daily outings, preschool, playdates, and holiday trips.\n6. Quality Craftsmanship ? Durable stitching and zippers built to withstand toddler adventures.","The Kawaii-Q Tennis Tiger Plush Backpack is a fun, soft, and lightweight backpack designed especially for toddlers aged 2 to 4 years. Made from high-quality plush material, this adorable unisex backpack features a charming tiger character with a sporty tennis theme. Perfect for daily use, outings, and holiday adventures, it combines functionality with playful design, making it a favorite companion for little explorers.",taxable,1,100,350,10,24,26,,,Kids Bags,"Dark Green Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Dark Green"":{""name"":""Dark Green"",""color"":""#006400"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Dark Green,1,1,Dark Green,https://grabaggs.com/product/kawaii-q-tennis-tiger-kids-backpack/,43%
SukiSaku Magical Unicorn Dream Kids Backpack - Light Purple,,,taxable,1,,,,,,899,1699,,,,color,Light Purple,,1,,,
Kawaii-Q Football Bear Plush Backpack,"1. Charming Football Bear Design ? A lovable bear character wearing a football cap adds fun to every outing.\n2.  Exquisite Embroidery ? High-quality embroidery details for a premium, handcrafted look.\n3. Durable & Smooth Zippers ? Easy for little hands to open and close securely.\n4.  Soft Shoulder Straps ? Comfortable straps designed to protect young shoulders.\n5. Made for Toddlers ? Best suited for children aged 2?4 years, unisex design.\n6.  Feather-Light Build ? Weighs just 160?170g, making it easy to carry around.\n7.  Perfect for Any Occasion ? Great for preschool, playdates, park visits, or holiday travel.","The Kawaii-Q Football Bear Plush Backpack brings together charm, comfort, and practicality in one adorable package. Designed especially for toddlers aged 2 to 4 years, this soft and lightweight backpack features a sporty bear wearing a football cap?making it a delightful companion for your little one?s daily adventures. With child-friendly materials, easy-to-use zippers, and soft shoulder straps, it?s perfect for preschool, outings, or holidays.",taxable,1,100,350,10,24,26,,,Kids Bags,"Brown Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Brown"":{""name"":""Brown"",""color"":""#964B00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Brown,1,1,Brown,https://grabaggs.com/product/kawaii-q-football-bear-plush-backpack/,43%
SukiSaku Forest Unicorn Fantasy Kids Backpack - Sky Blue,,,taxable,1,,,,,,899,1699,,,,color,Sky Blue,,1,,,
MUMUMIMI Dreamy Mermaid Kids Backpack,"1.  Charming Mermaid Theme ? Features a sweet mermaid character with 3D shell and fin accents for a fun, playful touch.\n2.  Vibrant & Eye-Catching ? Bright, cheerful colors with cute star patterns make it a favorite among kids.\n3.  Lightweight & Comfortable ? Soft materials and child-friendly straps ensure comfort all day long.\n4. Functional Design ? Spacious main compartment with smooth zipper, plus side mesh pockets for bottles and snacks.\n5. Toddler-Friendly ? Perfectly sized for children aged 2?5 years, both girls and boys.\n6. High-Quality Build ? Durable stitching and resilient fabric designed for daily use and travel.","Make every day feel like an underwater adventure with the MUMUMIMI Dreamy Mermaid Kids Backpack. Designed with whimsical charm, this backpack showcases a serene mermaid face, cheerful pink and turquoise colors, and a 3D fin detail that brings the sea theme to life. Crafted for toddlers and young children, it?s lightweight, durable, and comfortable?perfect for preschool, playdates, travel, or everyday fun. Both stylish and practical, this bag turns every outing into a magical journey.",taxable,1,100,400,10,21,26,,,Kids Bags,"Blue Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Blue,1,1,Blue,https://grabaggs.com/product/mumumimi-dreamy-mermaid-kids-backpack/,43%
SukiSaku Triceratops Dino Roar Kids Backpack - Grey,,,taxable,1,,,,,,1499,2799,,,,color,Grey,,1,,,
MUMUMIMI Sweet Elephant Toddler Backpack,"1.  Adorable Elephant Design ? Features a smiling elephant face with big sparkling eyes and a 3D bow for extra cuteness.\n2. Charming Color Scheme ? Soft pink stripes with scattered stars create a playful and cheerful vibe.3.  Child-Friendly Comfort ? Lightweight with padded, adjustable straps to fit little shoulders perfectly.\n4.  Functional Layout ? Spacious main compartment for books, toys, and snacks, plus side mesh pockets for bottles.\n5.  Perfect for Ages 2?5 ? Ideal size and structure for toddlers and young children.\n6.  Durable & Soft Build ? High-quality fabric with smooth zippers ensures lasting use and easy handling.","Brighten up your little one's day with the MUMUMIMI Sweet Elephant Toddler Backpack. With its endearing elephant face, gentle pink accents, and a charming bow detail, this backpack is as cute as it is practical. Designed especially for toddlers and preschoolers, it?s made from soft, lightweight, and child-friendly materials. Whether for school, daycare, or playdates, this lovable backpack makes every journey fun and stylish!",taxable,1,100,400,4,8,10,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/mumumimi-sweet-elephant-toddler-backpack/,43%
SukiSaku T-Rex Jungle Adventure Kids Backpack - Olive Green,,,taxable,1,,,,,,1499,2799,,,,color,Olive Green,,1,,,
MUMUMIMI Magical Unicorn Toddler Backpack,"1. Enchanting Unicorn Design ? Adorable closed eyes, blushing cheeks, and a golden unicorn horn create a charming fantasy look.2.  Vibrant & Playful Colors ? Pink-striped background with red and yellow star patterns for an eye-catching effect.\n3.  Kid-Friendly Fit ? Lightweight with padded adjustable shoulder straps for all-day comfort.\n 4. Smart Storage ? Spacious main compartment for books, toys, and snacks, plus mesh side pockets for bottles or essentials.\n5.  Durable & Safe ? Made with high-quality, soft materials and smooth zippers ? safe for young hands.\n6.  Perfect for Ages 2?5 ? A magical companion for preschoolers and toddlers","Let your child carry a touch of magic wherever they go with the MUMUMIMI Magical Unicorn Toddler Backpack. Designed with love and sparkling imagination, this bag features a dreamy unicorn face, a soft 3D horn, and playful pink and white stripes dotted with cheerful stars. It?s lightweight, functional, and perfectly sized for little adventurers, making it ideal for preschool, daycare, travel, or playdates.",taxable,1,100,400,4,8,10,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/mumumimi-magical-unicorn-toddler-backpack/,43%
SukiSaku Rocketship Space Explorer Kids Backpack - Blue,,,taxable,1,,,,,,1499,2799,,,,color,Blue,,1,,,
MUMUMIMI Roaring Cutie Lion Toddler Backpack,"1. Adorable Lion Face Design ? A cheerful lion character with stitched whiskers and a fluffy 3D mane for added cuteness.\n2.  Vivid Colors & Patterns ? Bright yellow stripes and fun star details spark imagination and joy.\n3.  Comfortable for Little Shoulders ? Lightweight with padded, adjustable shoulder straps for a snug, secure fit.\n4.  Practical Storage ? Spacious main compartment and easy-access front pocket, ideal for snacks, toys, books, and more.\n5.  Durable & Child-Safe ? Soft-touch materials, smooth zippers, and quality craftsmanship built for kids? daily adventures.\n6.  Perfect for Ages 2?5 ? Ideal size and weight for preschoolers and toddlers.","Unleash the wild side of adventure with the MUMUMIMI Roaring Cutie Lion Toddler Backpack! Bursting with sunshine yellow and jungle vibes, this playful bag features a friendly lion face, 3D mane details, and charming stripe patterns with pops of red stars. Thoughtfully crafted for toddlers and preschoolers, it?s both functional and irresistibly fun ? perfect for school, travel, or everyday outings.",taxable,1,100,400,4,8,10,,,Kids Bags,"Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Yellow,1,1,Yellow,https://grabaggs.com/product/mumumimi-roaring-cutie-lion-toddler-backpack/,43%
SukiSaku Cosmic Planet Blaster Kids Backpack - Black,,,taxable,1,,,,,,1499,2799,,,,color,Black,,1,,,
MUMUMIMI Dino Explorer Toddler Backpack,"1.  Charming Dino Design ? Friendly dinosaur face with cute cheeks, a soft horn, and playful dino scales for a standout look.\n2.  Bold Color Palette ? Eye-catching green tones with striped patterns and star details for added visual appeal.\n3.  Kid-Friendly Comfort ? Lightweight with padded shoulder straps and breathable mesh back panels for all-day wear.\n4.  Functional & Spacious ? Roomy interior and zippered front pouch to carry toys, snacks, books, and more.\n5.  Durable & Safe ? Made with high-quality materials and smooth zippers, safe and suitable for children aged 2?5.\n6.  Perfect Gift Option ? A fun and practical gift for birthdays, holidays, or back-to-school surprises!","Let your little one stomp into the day with the bold and adorable MUMUMIMI Dino Explorer Toddler Backpack! This vibrant green backpack brings prehistoric charm to life with a delightful dino face, soft 3D spikes, and a mini horn. Designed for adventurous toddlers, it?s perfect for school, playdates, or day trips ? turning every outing into a fun Jurassic journey!",taxable,1,100,400,4,8,10,,,Kids Bags,"Green Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Green"":{""name"":""Green"",""color"":""#008000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Green,1,1,Green,https://grabaggs.com/product/mumumimi-dino-explorer-toddler-backpack/,43%
SukiSaku Astronaut Adventure Kids Backpack - Black,,,taxable,1,,,,,,1499,2799,,,,color,Black,,1,,,
MUMUMIMI Happy Giraffe Toddler Backpack,"1.  Adorable Giraffe Face ? Friendly, wide-eyed character with 3D horns and ears, sparking imagination and smiles.\n2.  Bright & Bold Colors ? Striking orange backdrop with whimsical stars and stripes to catch every kid?s eye.\n 3. Comfortable for Kids ? Padded straps and breathable mesh panels ensure comfort for toddlers on the go.\n4.  Spacious & Practical ? Main compartment and front zipper pocket to easily fit snacks, small toys, and school essentials.\n5.  Premium Quality ? Crafted from durable, child-safe materials with sturdy zippers for long-lasting use.\n6.  Perfect Gift Idea ? Ideal for birthdays, holidays, and ?first day of school? celebrations!","Add a dash of joy to your child?s day with the MUMUMIMI Happy Giraffe Toddler Backpack! Featuring a wide smile and playful giraffe patterns, this cheerful orange backpack is designed to delight curious little explorers. With its charming design and practical functionality, it?s the perfect companion for preschool, picnics, or travel adventures.",taxable,1,100,400,4,8,10,,,Kids Bags,"Kids Bags, Orange Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Orange"":{""name"":""Orange"",""color"":""#FFA500"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Orange,1,1,Orange,https://grabaggs.com/product/mumumimi-happy-giraffe-toddler-backpack/,43%
SukiSaku Magical Unicorn Wings Kids Backpack - Purple,,,taxable,1,,,,,,1499,2799,,,,color,Purple,,1,,,
MUMUMIMI Brave Tiger Toddler Backpack,"1. Fierce Yet Friendly Design ? A bright yellow tiger face with playful stripes, 3D ears, and a gentle smile for fun-filled days.\n2.  Eye-Catching Patterns ? Navy blue and white stripes with cheerful red and yellow stars add a fun pop of color.\n3.  Toddler-Friendly Comfort ? Adjustable padded shoulder straps and a lightweight design ideal for little shoulders.\n4.  Smart Storage ? Spacious main compartment and a front zip pocket, perfect for snacks, books, or toys.\n5.  Built to Last ? Made from premium-quality, durable, and child-safe materials with easy-to-use zippers.\n6.  Great Gift Option ? A wonderful present for birthdays, holidays, or back-to-school surprises.","Unleash the wild side of learning and play with the MUMUMIMI Brave Tiger Toddler Backpack! This bold, vibrant design features an adventurous tiger face that little explorers will love. Perfect for preschool, daycare, or outings, this backpack brings joy, functionality, and the spirit of adventure to every child?s day.",taxable,1,100,400,4,8,10,,,Kids Bags,"Blue Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Blue,1,1,Blue,https://grabaggs.com/product/mumumimi-brave-tiger-toddler-backpack/,43%
SukiSaku Unicorn Backpack for Kids - Pink,,,taxable,1,,,,,,1499,2799,,,,color,Pink,,1,,,
MUMUMIMI Cheeky Monkey Toddler Backpack,"1.  Adorable Monkey Design ? Features a sweet, smiling monkey face with 3D ears and tuft, instantly capturing any child?s heart.\n2.  Banana-Themed Fun ? Blue and white striped background sprinkled with yellow bananas and playful dots for a cheerful vibe.\n3.  Designed for Toddlers ? Lightweight construction with padded, adjustable straps that fit little shoulders comfortably.\n4.  Roomy & Organized ? Spacious main compartment and a cute front pocket, perfect for small toys, snacks, or essentials.\n5. Durable & Safe ? Made from premium materials that are soft, child-safe, and built to last through daily adventures.\n6.  Perfect Gift Choice ? A fantastic gift for birthdays, back-to-school, or any fun occasion.","Bring a burst of fun to your little one?s day with the MUMUMIMI Cheeky Monkey Toddler Backpack! Designed to delight, this adorable backpack showcases a smiling monkey face with playful banana-themed stripes ? perfect for kids who love to monkey around. Lightweight, comfy, and irresistibly cute, it?s the ideal companion for daycare, preschool, or weekend adventures.",taxable,1,100,400,4,8,10,,,Kids Bags,"Kids Bags, Sky Blue Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Sky Blue"":{""name"":""Sky Blue"",""color"":""#87CEEB"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Sky Blue,1,1,Sky Blue,https://grabaggs.com/product/mumumimi-cheeky-monkey-toddler-backpack/,43%
SmartKidz Truck-Themed Backpack for Kids - Black,,,taxable,1,,,,,,1499,2799,,,,color,Black,,1,,,
MUMUMIMI Forest Fawn Toddler Backpack,"1.  Sweet Deer Design ? Features a lovable deer face with 3D felt antlers and soft ears for a playful, touchable appeal.\n2.  Woodland Fantasy Theme ? Decorated with trees, mushrooms, berries, and birds in soft pastel hues to inspire imagination.\n3.  Toddler-Friendly Size ? Lightweight with adjustable padded shoulder straps and a soft top handle for easy carrying.\n4.  Practical Storage ? Includes a roomy main compartment and a front zip pocket, ideal for snacks, toys, or preschool supplies.\n5.  Premium Craftsmanship ? Durable, kid-safe materials that are easy to clean and designed to withstand everyday wear and tear.\n6.  Perfect Gift Option ? Makes a thoughtful gift for birthdays, holidays, or back-to-school surprises","Let your little one step into a world of woodland magic with the MUMUMIMI Forest Fawn Toddler Backpack. This charming backpack captures the innocence and playfulness of a baby deer with its adorable face, 3D antlers, and sweet forest-themed background. A delightful blend of style, comfort, and practicality?perfect for preschool adventures, playdates, or outings with mom and dad",taxable,1,100,400,4,8,10,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/mumumimi-forest-fawn-toddler-backpack/,43%
SukiSaku Glitter Daisy Mini Backpack - Pink,,,taxable,1,,,,,,1499,2799,,,,color,Pink,,1,,,
MUMUMIMI Safari Jumbo Elephant Toddler Backpack,"1.  Adorable Elephant Design ? Features a soft, friendly elephant face with oversized 3D ears and a plush trunk for tactile fun.\n2.  Jungle Adventure Theme ? Vibrant safari print with lions, zebras, giraffes, parrots, and tropical plants to spark your child?s imagination.\n3.  Toddler-Ready Build ? Lightweight and easy to carry, with padded adjustable straps and a comfortable back panel.\n4.  Smart Storage ? Main zip compartment and front pocket ideal for snacks, toys, and mini school supplies.\n5.  Durable & Easy to Clean ? Crafted with child-safe materials that withstand messy adventures and wipe clean in seconds.\n6.  Charming Gift Choice ? A perfect gift for toddlers and preschoolers who love animals and bright colors.","Turn everyday outings into wild safari adventures with the MUMUMIMI Safari Jumbo Elephant Toddler Backpack. With its cheerful elephant face, floppy 3D trunk, and colorful jungle-themed print, this bag is designed to delight little explorers while keeping their essentials safe and organized. Perfect for daycare, travel, or zoo trips",taxable,1,100,400,4,8,10,,,Kids Bags,"Blue Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Blue,1,1,Blue,https://grabaggs.com/product/mumumimi-safari-jumbo-elephant-toddler-backpack/,43%
